 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    oggbyboyyybgboorwgorrybgogywwwyrrgyybwbwgorgbwowrwobrr   
Co  5  	Before:    gbbrworwgwbwbbwrbbogooorooowrrggwgggwwbgrorrybyyyyyyyy   	After:    gybrworygwgwoorrrbogoggwooowbrgrogbgwwbbbwrrybbyyyyywy   
Co  5  	Before:    rwgrwogbborogooooowgrbgwgggwbborrrrywwwgbwrbbyyyyyybyy   	After:    rwgroogbborogywooowgrggogggwbbbwwrrywwwobrrbbyyyyrybyy   
Co  5  	Before:    gwggobobbyyogbowbbwooyywyyyygwogwgggoybbwowwrbrrrrrrrr   	After:    gwgrbrobbyyoyowwbbwwoowwyyyygwbrogggoybgyoworbrrbggrrr   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    gowbwrogyyybroybgwrbboggrgrowwrrryogoybwbyybwrwgwyoobg   
Co  5  	Before:    wbbrwbwogobwwgogggorwwrrrrrrwgwbgbborgboogyooyyyyyybyy   	After:    wybyoywygobwogggwgoowwworgrrggwbrbborrbwygyroybybrrboy   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    yorrorobygoowwyrbbbbyobwwgwbgrrywggwgyyogbbrwgyogryrwo   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    owrwwobbbrryrbrbwbobwwoyyoggbyggbrroggwyrgwooworgyygyy   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    gbwrygoggyyowogbobywgobrryoryybrrworrwbggbboowwwywrybg   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    grwgrbowobryyybbgygoowbyryggbrrworoowowwgbygwrwbrogbyy   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    gooywwroowgywrrygygbwyboggrbwwborgooogbbgryybrrrbywbyw   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    gboorroyrwobwwbyrgwbywgrwrbgoygyoogbrwggbgwbbryryowoyy   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    bwwyrorywyrgwbbrrwryowwrbboggywgbggwoggyyoobybgroorboy   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    gowygrrwgyorgrrbbwwgowwrobyggoyoybbwybgoyybgryobwbwrro   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    bywobboggyryboogoorrbwwrgwgoorwrgoyrybbwyywrrwgyygbbgw   
Co  5  	Before:    yrwybbbbbrwryywryyyrbooooowowobwygwwbowrrbrrgygggggggo   	After:    ywwrwobybrgrrgbrgyyybyrwobwoboobogrwbgwboyrggywgoyrgwo   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    oorgygrybggowrybrywwybgrobrbybbowywoyrwbbrwowryggwogog   
Co  5  	Before:    ryogybgbbrryyobooooyyobgbbbgoyyrrrrwboyggrrggwwwwwwgww   	After:    rwowwwgwbrrygbroooogyyobbobgoyoggrrwbbyyrrrygwywbyggbw   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    yyogwowbygrbrbwgbbrywoorrbobgrygggwygoorrwbbrwowwyyogy   
Co  5  	Before:    wrrwwbowwborwrwyrrbrwgbobbbggogooooogbwbgrggrgyyyyyyyy   	After:    worrrbogwbrrbyrywrbywwbwbybgyogwooyogbwggogwrgoybogyry   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    grrybwybwryryobyrobggwwbgggygroroowbwrbwygwyobbyogoorw   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    yrogywwbrbogwgwgybyrgboyoorwygbbwbrwoorgroobrwgyrwybgy   
Co  5  	Before:    ybbgyyoyrgrgbbgbbbybyrryrrrooboggggwryyoorgoowwwwwwoww   	After:    ywboyyowrgggorgbobygyogrryrobbboggrwrwyrbygwowbwrwboyw   
Co  5  	Before:    orbgyyggbrrryrowrryoybgbgggoyyyobooogoyrbgbbrbwwwwwwww   	After:    orbbrogrbrwrrygwwrygyybogygogybwborogwyygbbwrbowgoowyw   
Co  5  	Before:    rwryrgbgyrrbyyryyyrwwbbybbbgbgrwrwwoybwwggwggoooooogoo   	After:    rrrgybbyyrobwogyoyrywybrbgbgggbrywwoyowrgrwogowobwwgbo   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    gbwoobrwwgrbrywogroooogoybrgwoywrbwwygwybgbbbyygrryrgy   
Co  5  	Before:    ygoooywwbgbobwowwwwbbwbobbbyyggygyyroyowgoyggrrrrrrgrr   	After:    ygorrrwwbgbowbowwwwgbgwgbybyygwgoyyrobobyoybgrrryoogrr   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    orygybowwgrrgobbwgbybrbwrogrgggrbwyywoywgybyowoyowborr   
Co  5  	Before:    rrooyyygorrbybbbbbybyrrbrrggygogowggyybgogooowwwwwwwwr   	After:    rrowbwyborwbyybbwbyoyrobryggggowowrgyrbgrgobowgwygowyr   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    bbrrwgowbyrwrbogyyryyyoogrrbwoggogbywgbwrbogwobrwyygow   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    rrwrooybyryobygyowbgowggogwgwwywoboogbbybwgrrgbbyrrywr   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    rrobogwbwbrobboryogwwwybyoobwwwgrgyrgorgwyyyybgbrrggoy   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    orbwwgwwbgbrobbwboyyoyorybrwwyggryorggoyrgwwgroboyrbyg   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    yybyggowbgoygrogwworrgwbgbbyrroorrgogoybywbwrwrobbywyw   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    oryogggbrowwbywbwbgwroryoyoggygwgbybgbwooryrwrryybbrow   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    owrwrorogbbobgrrgwyybyygrwwwrbrbboyoygywwrwggyogyoogbb   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    bwywrbyyrggwrgrbyogwgwygwbbogrobbwyyyorowbbrwrrggoyooo   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    rggwgbbowywbgyrryyoywgroorgoowbwrrwbggryoyowbwogrbbyby   
Co  5  	Before:    gorgggoogwyoyrobrryrgwwgwwwygrwowooowygryryyrybbbbbbbb   	After:    gyrbrborgwboygobbryygwygwywyorwbwooowwgrwryrryobgogbgb   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    oobowyryoyoyrbggrbggywobwyrowgygwwrbwbgbrbygrwgooyrrwb   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    ywgggogwwrboyybrbbgwryryrgowrgowobooowygogyyybrwrbrbbw   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    rrowgborbbbyywowbyowygoogbrggbyywbygwowgrrwrogyrwborgy   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    yywowbwwyobbwrwwbyryggbgoywroooowgyrbbbogryrrbrggyrggo   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    yggogwygybogbwrwwwogyyooobrrybbyywgorwoorrwwgrbbrbygrb   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    owwbbwrygbooyryogryrbgyrwogobgboywgywoyrwbgwbyrboggrwr   
Co  5  	Before:    byobbwryowbwworyoobbbywbwwwyororwrrryrboyryygogggggggg   	After:    bbobowroowgwogwygobbbowrwwwyyrwbrryryrbyybyygorggrggog   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    bbobogyryrwoybbyggbygwyowgwwyoygbbggwobrwryorgorwrrowr   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    bbrwwobborrgwrgggowywrbwgwogyrroobboygwggoyryryyyybbow   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    oyygbowyygbryyrrwrgbobowwrybgwgwoorrboowrogwybrbbgywgg   
Co  5  	Before:    bbbobwybbbrwwyryyyroryoroooyoowwywwrwyobrbgrrggggggwgg   	After:    bgboooygbbwwwyryoyrgrygrogoyyowwywrrwwobbbgorgbgyrrwbg   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    ybgoorwrbowyggyboooywbwwgoyorbbbggwrrbbyyrgowryywrgwgr   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    rgbywwgbbyrowbbrywwoywobgororwogbbgrgroyrrywbwgogyygoy   
Co  5  	Before:    brwrwgoobwwwggogggrrgbrgrrbrboobwybbwwgbowoooyyyyyyyyr   	After:    bbwowwobbwrwbrggogrrgobwrgbryobowyybwygggooyoywyryrygr   
 100 	Before:    wwwwwwwwwgggggggggrrrrrrrrrbbbbbbbbboooooooooyyyyyyyyy   	After:    gwrobbogbgyogrrryywwbyyggbowrroooywgwwybwroyybbrogrwgb   
Co  5  	Before:    oorowwwgbbwowgryggwbwbrwrrrgbgrbrbbbwgrgoooogoyyyyyyyy   	After:    oyrobgwybbborwrybgwowgrorwrgggwyrbwbwyrbowoygooyrgbygy   
